CustomerID,Name,Email,Phone,City,Country,PurchaseValue,CreditScore,AccountNumber
CUST001995,Emma Smith,customer1995@mail.com,+1-444-597-5712,Chicago,USA,29499.69,622,7138640053
CUST001996,Daniel Johnson,customer1996@mail.com,+1-444-165-8095,Chicago,USA,12449.06,563,3747709814
CUST001997,John Smith,customer1997@mail.com,+1-444-419-1369,Phoenix,USA,7321.3,547,3644482417
CUST001998,Emma Clark,customer1998@mail.com,+1-444-523-1343,Chicago,USA,633.17,721,8669925252
CUST001999,Daniel Hall,customer1999@mail.com,+1-444-383-2982,Phoenix,USA,42582.38,393,8182971825
CUST002000,Sophia Wilson,customer2000@mail.com,+1-444-509-2895,Chicago,USA,29296.66,686,1075887149
CUST002001,Daniel Johnson,customer2001@mail.com,+1-444-598-5891,Chicago,USA,19574.63,344,9622896736
CUST002002,John Lewis,customer2002@mail.com,+1-444-291-1488,Chicago,USA,29419.01,642,7690316180
CUST002003,James Wilson,customer2003@mail.com,+1-444-316-6142,New York,USA,46202.69,663,1995282846
CUST002004,Sarah Clark,customer2004@mail.com,+1-444-306-6899,Phoenix,USA,13142.62,579,1622254982
CUST002005,Daniel Clark,customer2005@mail.com,+1-444-724-2931,Phoenix,USA,12210.01,375,1125630722
CUST002006,John Wilson,customer2006@mail.com,+1-444-331-6261,New York,USA,25254.23,725,5233277956
CUST002007,Sophia Lewis,customer2007@mail.com,+1-444-544-2258,New York,USA,18356.97,708,5818590681
CUST002008,James Brown,customer2008@mail.com,+1-444-611-5015,Dallas,USA,44442.37,508,4357981640
CUST002009,Sarah Davis,customer2009@mail.com,+1-444-530-9713,Phoenix,USA,18979.1,848,8842105351
CUST002010,Ava Johnson,customer2010@mail.com,+1-444-706-4050,New York,USA,30682.97,407,5765597395
CUST002011,Olivia Hall,customer2011@mail.com,+1-444-806-2099,New York,USA,13698.23,681,3893479481
CUST002012,Sophia Taylor,customer2012@mail.com,+1-444-688-2219,Dallas,USA,34208.85,836,9021939588
CUST002013,Sophia Lewis,customer2013@mail.com,+1-444-649-3974,Chicago,USA,32741.91,822,3815881150
CUST002014,James Hall,customer2014@mail.com,+1-444-283-8994,Dallas,USA,40772.07,480,6676028065
CUST002015,Ava Lewis,customer2015@mail.com,+1-444-261-4905,New York,USA,941.44,806,2120188537
CUST002016,James Walker,customer2016@mail.com,+1-444-975-2632,Chicago,USA,44592.07,431,8655747049
CUST002017,Sophia Smith,customer2017@mail.com,+1-444-290-7804,New York,USA,4141.94,743,2167355051
CUST002018,Ava Walker,customer2018@mail.com,+1-444-272-6359,Phoenix,USA,16919.47,431,5880315106
CUST002019,David Walker,customer2019@mail.com,+1-444-121-9207,Phoenix,USA,23778.93,731,5136198636
CUST002020,Ava Wilson,customer2020@mail.com,+1-444-438-2937,New York,USA,26933.29,353,9001015952
CUST002021,Sarah Johnson,customer2021@mail.com,+1-444-610-8885,New York,USA,46238.99,361,9862358228
CUST002022,Michael Hall,customer2022@mail.com,+1-444-254-3674,Chicago,USA,47392.02,801,8522478126
CUST002023,Sarah Walker,customer2023@mail.com,+1-444-343-5557,Phoenix,USA,37642.09,747,2078622156
CUST002024,Sarah Brown,customer2024@mail.com,+1-444-158-4001,Phoenix,USA,1607.68,652,3607025791
CUST002025,Sophia Johnson,customer2025@mail.com,+1-444-758-6508,Phoenix,USA,25043.87,772,4660875604
CUST002026,Sarah Lewis,customer2026@mail.com,+1-444-884-6020,Phoenix,USA,11143.46,694,3628055760
CUST002027,James Brown,customer2027@mail.com,+1-444-826-8941,Dallas,USA,26394.78,821,9964350584
CUST002028,Ava Davis,customer2028@mail.com,+1-444-939-9720,Phoenix,USA,24452.08,352,6848260262
CUST002029,David Hall,customer2029@mail.com,+1-444-406-9327,Dallas,USA,15914.9,541,4932092433
CUST002030,Michael Walker,customer2030@mail.com,+1-444-433-2981,New York,USA,6958.44,591,8563370685
CUST002031,Olivia Walker,customer2031@mail.com,+1-444-237-1969,New York,USA,39854.72,747,2628834197
CUST002032,John Walker,customer2032@mail.com,+1-444-242-9872,Chicago,USA,12147.32,577,4360487058
CUST002033,Sarah Hall,customer2033@mail.com,+1-444-681-4755,Phoenix,USA,19794.2,478,8261346575
CUST002034,James Wilson,customer2034@mail.com,+1-444-662-7571,Chicago,USA,2099.17,384,5227488840
CUST002035,Daniel Davis,customer2035@mail.com,+1-444-688-2849,New York,USA,12918.07,520,3586115585
CUST002036,Daniel Davis,customer2036@mail.com,+1-444-810-4245,Phoenix,USA,2899.44,448,6183143677
CUST002037,Sarah Lewis,customer2037@mail.com,+1-444-686-4272,Phoenix,USA,45348.06,601,5352645251
CUST002038,James Johnson,customer2038@mail.com,+1-444-367-1900,Chicago,USA,45771.99,739,1830947612
CUST002039,Daniel Hall,customer2039@mail.com,+1-444-721-1818,Phoenix,USA,29612.44,436,2409799437
CUST002040,Sarah Johnson,customer2040@mail.com,+1-444-498-8907,Chicago,USA,23331.85,842,4341855503
CUST002041,Ava Walker,customer2041@mail.com,+1-444-692-9435,Phoenix,USA,46196.71,548,5682289792
CUST002042,Sarah Taylor,customer2042@mail.com,+1-444-559-6318,New York,USA,34858.93,743,3406594205
CUST002043,Emma Taylor,customer2043@mail.com,+1-444-175-1742,New York,USA,32030.3,427,7770089699
CUST002044,David Johnson,customer2044@mail.com,+1-444-608-5885,New York,USA,23491.63,388,5322738846
CUST002045,Michael Walker,customer2045@mail.com,+1-444-870-3739,Chicago,USA,21052.49,780,8516364932
CUST002046,Olivia Taylor,customer2046@mail.com,+1-444-105-7846,Chicago,USA,7112.61,481,7307709610
CUST002047,John Hall,customer2047@mail.com,+1-444-805-7029,Phoenix,USA,36160.22,318,1930564509
CUST002048,Daniel Davis,customer2048@mail.com,+1-444-112-6465,Chicago,USA,39175.92,374,3924450393
CUST002049,David Johnson,customer2049@mail.com,+1-444-294-3804,Phoenix,USA,34830.18,634,1871050258
CUST002050,Emma Davis,customer2050@mail.com,+1-444-563-4605,Phoenix,USA,47617.5,780,2816857057
CUST002051,Sophia Davis,customer2051@mail.com,+1-444-144-8289,New York,USA,25458.77,371,2071621505
CUST002052,John Wilson,customer2052@mail.com,+1-444-899-5283,Dallas,USA,40777.21,423,4385820679
CUST002053,David Johnson,customer2053@mail.com,+1-444-573-1158,New York,USA,48892.91,747,6650407029
CUST002054,John Brown,customer2054@mail.com,+1-444-299-4789,New York,USA,32494.54,757,1461627182
CUST002055,James Hall,customer2055@mail.com,+1-444-739-9370,Phoenix,USA,6932.78,319,8996865863
CUST002056,Michael Davis,customer2056@mail.com,+1-444-791-6911,Phoenix,USA,19669.47,746,1077162446
CUST002057,James Walker,customer2057@mail.com,+1-444-792-4974,Chicago,USA,28538.68,660,3022851097
CUST002058,Sarah Wilson,customer2058@mail.com,+1-444-802-3601,New York,USA,22547.35,840,2773616671
CUST002059,Olivia Wilson,customer2059@mail.com,+1-444-443-5995,Phoenix,USA,34487.65,339,5035405646
CUST002060,Daniel Smith,customer2060@mail.com,+1-444-267-3519,New York,USA,40120.54,660,7793949150
CUST002061,David Hall,customer2061@mail.com,+1-444-684-6583,Dallas,USA,41494.73,419,7916815105
CUST002062,Ava Clark,customer2062@mail.com,+1-444-329-9855,New York,USA,8139.43,624,8126906842
CUST002063,Sophia Lewis,customer2063@mail.com,+1-444-463-7235,Phoenix,USA,48598.78,708,5830436456
CUST002064,Emma Davis,customer2064@mail.com,+1-444-763-9891,Dallas,USA,49570.7,449,8131545202
CUST002065,Ava Walker,customer2065@mail.com,+1-444-300-8151,Dallas,USA,3546.88,416,6853207591
CUST002066,Sophia Davis,customer2066@mail.com,+1-444-471-2254,Dallas,USA,1287.3,443,9562266723
CUST002067,David Johnson,customer2067@mail.com,+1-444-180-4504,New York,USA,45542.92,608,9864891896
CUST002068,John Walker,customer2068@mail.com,+1-444-633-8539,Phoenix,USA,17067.72,483,5928099719
CUST002069,Emma Taylor,customer2069@mail.com,+1-444-961-3443,New York,USA,25852.72,750,5734046937
CUST002070,James Davis,customer2070@mail.com,+1-444-543-4417,Chicago,USA,5695.67,476,2202986374
CUST002071,Sophia Wilson,customer2071@mail.com,+1-444-901-5771,Phoenix,USA,49027.22,358,5311703955
CUST002072,Michael Hall,customer2072@mail.com,+1-444-877-9964,Chicago,USA,10257.59,438,5962253753
CUST002073,Ava Lewis,customer2073@mail.com,+1-444-706-6607,New York,USA,37767.11,414,5114201419
CUST002074,Sophia Wilson,customer2074@mail.com,+1-444-997-4345,Chicago,USA,26636.65,708,1235487032
CUST002075,Olivia Lewis,customer2075@mail.com,+1-444-555-6792,Dallas,USA,42816.86,451,9492282582
CUST002076,Ava Wilson,customer2076@mail.com,+1-444-799-7473,Dallas,USA,21324.36,821,1008134522
CUST002077,Daniel Smith,customer2077@mail.com,+1-444-434-8666,Dallas,USA,5567.54,564,1195520037
CUST002078,John Walker,customer2078@mail.com,+1-444-782-9705,Chicago,USA,39690.4,535,8839471203
CUST002079,Ava Smith,customer2079@mail.com,+1-444-753-4313,Phoenix,USA,23277.2,801,4986842784
CUST002080,John Davis,customer2080@mail.com,+1-444-496-2387,Phoenix,USA,35038.43,780,8657041125
CUST002081,James Smith,customer2081@mail.com,+1-444-830-2194,Dallas,USA,5863.69,824,2267952406
CUST002082,James Davis,customer2082@mail.com,+1-444-603-3723,Chicago,USA,38066.94,510,7660723821
CUST002083,Michael Lewis,customer2083@mail.com,+1-444-742-4038,Chicago,USA,29076.82,684,1981617827
CUST002084,John Smith,customer2084@mail.com,+1-444-305-2522,Dallas,USA,23435.76,385,3824274371
CUST002085,Emma Clark,customer2085@mail.com,+1-444-481-6223,New York,USA,49273.8,723,7255491762
CUST002086,Daniel Wilson,customer2086@mail.com,+1-444-260-5544,Phoenix,USA,27991.44,522,7419983494
CUST002087,Olivia Davis,customer2087@mail.com,+1-444-848-7910,New York,USA,44945.0,788,3910586158
CUST002088,Olivia Wilson,customer2088@mail.com,+1-444-484-9971,Dallas,USA,6709.74,504,2263323641
CUST002089,Michael Davis,customer2089@mail.com,+1-444-954-8874,Phoenix,USA,42708.9,316,6077679852
CUST002090,Ava Johnson,customer2090@mail.com,+1-444-954-4505,Chicago,USA,23707.96,374,8738102225
CUST002091,James Taylor,customer2091@mail.com,+1-444-617-7853,Dallas,USA,29105.03,675,2048967792
CUST002092,Ava Brown,customer2092@mail.com,+1-444-615-1277,Chicago,USA,20797.14,305,7546999567
CUST002093,David Davis,customer2093@mail.com,+1-444-142-4981,Phoenix,USA,28287.67,661,1579704097
CUST002094,Ava Lewis,customer2094@mail.com,+1-444-674-5928,Chicago,USA,4500.96,840,7108015278
CUST002095,Olivia Hall,customer2095@mail.com,+1-444-209-4586,Dallas,USA,26562.06,677,9000457410
CUST002096,Daniel Taylor,customer2096@mail.com,+1-444-530-3095,Chicago,USA,19552.58,681,9334525669
CUST002097,Daniel Hall,customer2097@mail.com,+1-444-301-7381,New York,USA,45747.17,628,3494744612
CUST002098,Ava Clark,customer2098@mail.com,+1-444-802-8902,New York,USA,40367.81,764,1929157150
CUST002099,Michael Taylor,customer2099@mail.com,+1-444-444-8708,Phoenix,USA,26129.56,797,9077926294
CUST002100,Sophia Taylor,customer2100@mail.com,+1-444-982-7534,Dallas,USA,1638.56,308,5780652309
CUST002101,Ava Lewis,customer2101@mail.com,+1-444-305-5257,New York,USA,41314.27,835,6422858658
CUST002102,Ava Walker,customer2102@mail.com,+1-444-147-1952,Dallas,USA,28043.34,602,3174234653
CUST002103,John Hall,customer2103@mail.com,+1-444-151-1016,Phoenix,USA,19735.3,743,5042288135
CUST002104,Sarah Davis,customer2104@mail.com,+1-444-498-5170,Chicago,USA,4500.16,457,9568739762
CUST002105,Sophia Lewis,customer2105@mail.com,+1-444-609-6227,New York,USA,9379.27,782,5887442814
CUST002106,Sophia Walker,customer2106@mail.com,+1-444-902-2308,Phoenix,USA,20489.17,559,9500071849
CUST002107,Daniel Wilson,customer2107@mail.com,+1-444-846-2078,Phoenix,USA,6010.82,684,9738451983
CUST002108,Olivia Smith,customer2108@mail.com,+1-444-276-2963,New York,USA,16472.29,626,7782374467
CUST002109,Ava Walker,customer2109@mail.com,+1-444-586-7646,Dallas,USA,28847.11,754,8765581712
CUST002110,Sophia Lewis,customer2110@mail.com,+1-444-452-5861,Chicago,USA,48828.89,743,3911541912
CUST002111,Emma Johnson,customer2111@mail.com,+1-444-200-4389,Phoenix,USA,22318.97,404,9973482433
CUST002112,Emma Brown,customer2112@mail.com,+1-444-870-7528,Dallas,USA,26336.26,522,6027756694
CUST002113,Sarah Johnson,customer2113@mail.com,+1-444-265-8755,Chicago,USA,14231.05,498,2837539473
CUST002114,Sarah Hall,customer2114@mail.com,+1-444-583-5109,Chicago,USA,8842.36,740,7830110361
CUST002115,James Clark,customer2115@mail.com,+1-444-303-2437,Dallas,USA,5116.72,666,1760759669
CUST002116,Olivia Walker,customer2116@mail.com,+1-444-762-5718,Dallas,USA,20083.8,815,1500332065
CUST002117,John Taylor,customer2117@mail.com,+1-444-868-2519,New York,USA,39844.07,749,1026438387
CUST002118,Emma Clark,customer2118@mail.com,+1-444-680-1384,Phoenix,USA,11621.65,741,8699583464
CUST002119,Sophia Lewis,customer2119@mail.com,+1-444-736-5237,Dallas,USA,37757.65,616,8886781298
CUST002120,Daniel Wilson,customer2120@mail.com,+1-444-978-4568,Chicago,USA,13585.09,483,6812050406
CUST002121,Emma Johnson,customer2121@mail.com,+1-444-361-1971,Dallas,USA,33573.96,350,6342334404
CUST002122,Michael Johnson,customer2122@mail.com,+1-444-977-4340,Chicago,USA,13551.03,454,3468590528
CUST002123,Sarah Davis,customer2123@mail.com,+1-444-476-1914,Chicago,USA,25546.78,794,2260654494
CUST002124,Ava Johnson,customer2124@mail.com,+1-444-333-6008,New York,USA,27930.57,613,9440528652
CUST002125,David Clark,customer2125@mail.com,+1-444-630-1068,Phoenix,USA,44910.06,829,6222363344
CUST002126,Michael Taylor,customer2126@mail.com,+1-444-176-9064,Phoenix,USA,10789.68,360,5085988397
CUST002127,Ava Lewis,customer2127@mail.com,+1-444-547-9414,Dallas,USA,21833.61,534,3323531043
CUST002128,John Clark,customer2128@mail.com,+1-444-714-9778,Phoenix,USA,42894.35,698,1479085533
CUST002129,Olivia Wilson,customer2129@mail.com,+1-444-247-9753,Dallas,USA,25687.43,750,9789059353
CUST002130,Daniel Clark,customer2130@mail.com,+1-444-632-4461,Chicago,USA,46426.87,432,8356795158
CUST002131,Sophia Lewis,customer2131@mail.com,+1-444-987-2169,Dallas,USA,13827.39,439,2696352117
CUST002132,Sophia Smith,customer2132@mail.com,+1-444-539-5981,New York,USA,484.55,396,3573253385
CUST002133,Michael Taylor,customer2133@mail.com,+1-444-697-5697,New York,USA,45197.93,346,7723318165
CUST002134,David Taylor,customer2134@mail.com,+1-444-853-8257,New York,USA,39736.77,516,3365944285
CUST002135,David Brown,customer2135@mail.com,+1-444-272-9748,Dallas,USA,5106.51,312,3816277155
CUST002136,Sophia Hall,customer2136@mail.com,+1-444-245-1848,New York,USA,10474.12,608,5054480057
CUST002137,Sophia Clark,customer2137@mail.com,+1-444-226-6349,Chicago,USA,30531.3,713,7900035314
CUST002138,Emma Taylor,customer2138@mail.com,+1-444-859-6381,Chicago,USA,28942.19,510,6482640063
CUST002139,James Walker,customer2139@mail.com,+1-444-856-7481,Chicago,USA,27486.99,576,6786135857
CUST002140,Olivia Walker,customer2140@mail.com,+1-444-441-3598,Phoenix,USA,21069.34,704,9474615268
CUST002141,Daniel Smith,customer2141@mail.com,+1-444-364-7513,Chicago,USA,781.9,333,2586709946
CUST002142,Michael Taylor,customer2142@mail.com,+1-444-305-9738,New York,USA,41427.75,316,9447349194
CUST002143,Michael Walker,customer2143@mail.com,+1-444-859-3094,Dallas,USA,32640.4,727,8714632982
CUST002144,Olivia Lewis,customer2144@mail.com,+1-444-221-7871,Chicago,USA,33067.96,449,1707215228
CUST002145,Michael Walker,customer2145@mail.com,+1-444-455-3348,Dallas,USA,28065.52,521,4126112526
CUST002146,Daniel Brown,customer2146@mail.com,+1-444-320-3618,New York,USA,36050.2,433,8481323650
CUST002147,James Walker,customer2147@mail.com,+1-444-884-3862,Dallas,USA,4520.36,457,2899959340
CUST002148,Sophia Johnson,customer2148@mail.com,+1-444-959-8293,Phoenix,USA,38549.14,463,2864661719
CUST002149,Sophia Davis,customer2149@mail.com,+1-444-709-5228,Phoenix,USA,16393.54,780,7701488650
CUST002150,Emma Walker,customer2150@mail.com,+1-444-629-1399,Phoenix,USA,38418.9,442,1570753951
CUST002151,Olivia Walker,customer2151@mail.com,+1-444-413-6814,Chicago,USA,21016.12,574,7566451092
CUST002152,John Walker,customer2152@mail.com,+1-444-108-7370,Phoenix,USA,2713.44,361,5770775882
CUST002153,Daniel Lewis,customer2153@mail.com,+1-444-899-9246,Chicago,USA,9183.23,386,1839951697
CUST002154,Ava Lewis,customer2154@mail.com,+1-444-753-9648,Phoenix,USA,2430.46,554,5901104639
CUST002155,David Hall,customer2155@mail.com,+1-444-430-8924,Phoenix,USA,21752.52,436,7485914848
CUST002156,Sarah Taylor,customer2156@mail.com,+1-444-400-7134,New York,USA,9488.97,484,1614643856
CUST002157,Michael Lewis,customer2157@mail.com,+1-444-821-6098,Phoenix,USA,10898.21,310,2820539774
CUST002158,David Johnson,customer2158@mail.com,+1-444-724-6574,Dallas,USA,40409.4,545,7404215261
CUST002159,James Taylor,customer2159@mail.com,+1-444-184-8772,New York,USA,7085.8,580,2684955426
CUST002160,Daniel Davis,customer2160@mail.com,+1-444-152-1034,Phoenix,USA,38594.59,732,8291168031
CUST002161,David Davis,customer2161@mail.com,+1-444-965-6022,Chicago,USA,44813.02,847,9942138123
CUST002162,John Taylor,customer2162@mail.com,+1-444-903-1817,Phoenix,USA,6034.64,477,4110563242
CUST002163,Daniel Clark,customer2163@mail.com,+1-444-135-9633,Dallas,USA,36646.9,570,5520888711
CUST002164,Sarah Johnson,customer2164@mail.com,+1-444-857-4155,Dallas,USA,48544.31,308,4324009609
CUST002165,Sophia Hall,customer2165@mail.com,+1-444-426-5185,Dallas,USA,7773.29,396,8625798943
CUST002166,Michael Clark,customer2166@mail.com,+1-444-535-2971,New York,USA,37938.42,499,3182720821
CUST002167,Ava Smith,customer2167@mail.com,+1-444-639-8615,Chicago,USA,17820.87,382,2691812382
CUST002168,Ava Johnson,customer2168@mail.com,+1-444-132-2636,Chicago,USA,49429.55,547,9245367557
CUST002169,Michael Walker,customer2169@mail.com,+1-444-982-8332,New York,USA,17835.54,509,9454862903
CUST002170,John Lewis,customer2170@mail.com,+1-444-631-6159,New York,USA,4825.18,753,9225700537
CUST002171,John Johnson,customer2171@mail.com,+1-444-169-1602,Dallas,USA,10209.82,749,9205765299
CUST002172,Sophia Taylor,customer2172@mail.com,+1-444-556-4415,Phoenix,USA,47650.46,316,3760595729
CUST002173,Emma Hall,customer2173@mail.com,+1-444-291-5195,Dallas,USA,16183.18,738,9056575755
CUST002174,John Wilson,customer2174@mail.com,+1-444-133-2907,Chicago,USA,6627.04,767,4026184702
CUST002175,Sarah Lewis,customer2175@mail.com,+1-444-503-2773,New York,USA,35739.01,811,8560232500
CUST002176,Olivia Hall,customer2176@mail.com,+1-444-150-8386,Dallas,USA,40218.2,626,4386550365
CUST002177,Olivia Walker,customer2177@mail.com,+1-444-852-2853,Chicago,USA,14594.5,539,9565739293
CUST002178,James Hall,customer2178@mail.com,+1-444-611-3386,Chicago,USA,28506.0,584,9288072129
CUST002179,Ava Hall,customer2179@mail.com,+1-444-447-7000,Dallas,USA,15530.15,725,1035932631
CUST002180,David Walker,customer2180@mail.com,+1-444-931-7616,Phoenix,USA,2405.8,555,9367485847
CUST002181,David Taylor,customer2181@mail.com,+1-444-200-6767,Dallas,USA,29120.28,660,8359292368
CUST002182,David Smith,customer2182@mail.com,+1-444-440-7933,Chicago,USA,13353.52,382,9872597283
CUST002183,Sarah Clark,customer2183@mail.com,+1-444-504-4567,New York,USA,5904.92,661,7221615539
CUST002184,Emma Davis,customer2184@mail.com,+1-444-168-5390,New York,USA,19262.92,416,3862561608
CUST002185,Olivia Taylor,customer2185@mail.com,+1-444-223-5513,New York,USA,6783.31,405,7299131042
CUST002186,David Clark,customer2186@mail.com,+1-444-797-9849,Chicago,USA,20034.35,800,3971845515
CUST002187,Sarah Taylor,customer2187@mail.com,+1-444-510-6449,Phoenix,USA,49173.65,562,8201327562
CUST002188,Sarah Wilson,customer2188@mail.com,+1-444-808-7156,Chicago,USA,45194.34,701,2624013173
CUST002189,Ava Johnson,customer2189@mail.com,+1-444-737-2377,Chicago,USA,33135.46,782,3379374531
CUST002190,Daniel Taylor,customer2190@mail.com,+1-444-471-3757,Dallas,USA,15812.07,789,5976838607
CUST002191,Daniel Walker,customer2191@mail.com,+1-444-211-7028,New York,USA,3087.99,344,9217953027
CUST002192,Olivia Smith,customer2192@mail.com,+1-444-154-6385,Dallas,USA,38721.59,798,9688669616
CUST002193,John Smith,customer2193@mail.com,+1-444-202-4145,Chicago,USA,37883.69,607,1614172917
CUST002194,Sophia Brown,customer2194@mail.com,+1-444-528-2124,New York,USA,31938.78,648,5564343175
CUST002195,Sophia Wilson,customer2195@mail.com,+1-444-356-2392,Chicago,USA,42297.29,685,8910278037
CUST002196,John Lewis,customer2196@mail.com,+1-444-710-7131,Phoenix,USA,26356.6,437,5931285088
CUST002197,James Johnson,customer2197@mail.com,+1-444-559-5258,Dallas,USA,33319.42,331,8651202835
CUST002198,David Smith,customer2198@mail.com,+1-444-170-4840,New York,USA,41744.84,809,8947523450
CUST002199,Olivia Wilson,customer2199@mail.com,+1-444-462-5993,Chicago,USA,27566.53,700,9393700851
CUST002200,Sophia Smith,customer2200@mail.com,+1-444-954-9690,Phoenix,USA,42006.98,544,9547040355
CUST002201,Michael Wilson,customer2201@mail.com,+1-444-353-2723,New York,USA,8021.83,403,5293528086
CUST002202,David Hall,customer2202@mail.com,+1-444-464-2520,Dallas,USA,1010.58,783,8708643162
CUST002203,Daniel Clark,customer2203@mail.com,+1-444-609-8918,Phoenix,USA,40417.16,724,8998452273
CUST002204,Emma Lewis,customer2204@mail.com,+1-444-452-1751,Chicago,USA,22174.35,517,2222618384
CUST002205,Sophia Walker,customer2205@mail.com,+1-444-657-8524,New York,USA,3577.54,517,7896065929
CUST002206,David Wilson,customer2206@mail.com,+1-444-222-9735,Phoenix,USA,33687.28,733,6787709948
CUST002207,Emma Wilson,customer2207@mail.com,+1-444-769-7584,Phoenix,USA,45299.55,575,7604371445
CUST002208,David Brown,customer2208@mail.com,+1-444-300-4877,Dallas,USA,12180.03,724,6089986841
CUST002209,Olivia Lewis,customer2209@mail.com,+1-444-244-7533,Phoenix,USA,26280.18,785,5707330973
CUST002210,Daniel Brown,customer2210@mail.com,+1-444-400-4286,Dallas,USA,2010.77,651,5142767623
CUST002211,Emma Johnson,customer2211@mail.com,+1-444-477-4440,Chicago,USA,27352.43,832,3941064982
CUST002212,Daniel Wilson,customer2212@mail.com,+1-444-898-2819,Chicago,USA,30018.78,619,3698285811
CUST002213,Michael Smith,customer2213@mail.com,+1-444-791-7918,Chicago,USA,17515.1,600,2245760741
CUST002214,Ava Lewis,customer2214@mail.com,+1-444-590-6642,Dallas,USA,37081.06,840,6553225929
CUST002215,David Brown,customer2215@mail.com,+1-444-640-6652,Chicago,USA,36354.76,325,1368146984
CUST002216,Emma Taylor,customer2216@mail.com,+1-444-496-6639,Dallas,USA,5005.51,507,7327131626
CUST002217,David Lewis,customer2217@mail.com,+1-444-545-3593,Phoenix,USA,22471.4,831,1237880181
CUST002218,Ava Hall,customer2218@mail.com,+1-444-198-9004,Phoenix,USA,31921.44,512,8796647845
CUST002219,Sophia Brown,customer2219@mail.com,+1-444-325-3872,Chicago,USA,37810.87,617,8791023503
CUST002220,Sarah Hall,customer2220@mail.com,+1-444-630-9868,Dallas,USA,32817.67,351,5021758646
CUST002221,James Smith,customer2221@mail.com,+1-444-565-6162,Chicago,USA,16230.68,689,1944022338
CUST002222,Sophia Johnson,customer2222@mail.com,+1-444-927-8927,Chicago,USA,42432.23,608,3797812996
CUST002223,Michael Brown,customer2223@mail.com,+1-444-948-2784,Phoenix,USA,39692.4,724,8836688304
CUST002224,Michael Walker,customer2224@mail.com,+1-444-265-3835,Chicago,USA,15571.98,631,1754234577
CUST002225,David Lewis,customer2225@mail.com,+1-444-701-5939,Dallas,USA,26962.42,374,5434614344
CUST002226,Michael Lewis,customer2226@mail.com,+1-444-683-2850,Phoenix,USA,35899.57,353,2547294420
CUST002227,Sarah Hall,customer2227@mail.com,+1-444-865-8273,Phoenix,USA,14025.04,515,3287068182
CUST002228,John Lewis,customer2228@mail.com,+1-444-601-7067,New York,USA,12487.13,374,1896680281
CUST002229,Olivia Johnson,customer2229@mail.com,+1-444-698-8031,Dallas,USA,31106.64,710,6541192963
CUST002230,Daniel Walker,customer2230@mail.com,+1-444-536-4267,New York,USA,27605.54,515,5900461768
CUST002231,Sophia Davis,customer2231@mail.com,+1-444-540-5338,Chicago,USA,16571.58,403,7092201029
CUST002232,Emma Clark,customer2232@mail.com,+1-444-192-7715,New York,USA,33548.75,424,9350541573
CUST002233,Michael Brown,customer2233@mail.com,+1-444-538-7240,Dallas,USA,15431.08,749,6644726981
CUST002234,John Davis,customer2234@mail.com,+1-444-213-7045,New York,USA,38756.46,712,6644295818
CUST002235,John Clark,customer2235@mail.com,+1-444-909-6911,Phoenix,USA,5413.83,765,8477792436
CUST002236,Ava Smith,customer2236@mail.com,+1-444-254-9676,Chicago,USA,21549.49,646,4214093401
CUST002237,Ava Hall,customer2237@mail.com,+1-444-650-8558,New York,USA,49245.83,747,9630580166
CUST002238,James Taylor,customer2238@mail.com,+1-444-916-8681,Chicago,USA,28493.15,514,4606672061
CUST002239,Olivia Johnson,customer2239@mail.com,+1-444-667-5453,Chicago,USA,21703.73,797,9641903115
CUST002240,James Wilson,customer2240@mail.com,+1-444-909-6345,Dallas,USA,46793.45,355,7863711011
CUST002241,Sarah Clark,customer2241@mail.com,+1-444-715-3067,Dallas,USA,7114.55,398,3018767740
CUST002242,Sarah Davis,customer2242@mail.com,+1-444-598-9509,New York,USA,24814.26,811,9861544806
CUST002243,Michael Davis,customer2243@mail.com,+1-444-706-1209,Phoenix,USA,27766.49,836,6001500217
CUST002244,Ava Smith,customer2244@mail.com,+1-444-710-4732,New York,USA,27932.62,355,4890700487
CUST002245,Ava Davis,customer2245@mail.com,+1-444-102-1660,Phoenix,USA,46036.23,348,5011281577
CUST002246,Sarah Taylor,customer2246@mail.com,+1-444-111-3220,Phoenix,USA,26670.77,590,2585887132
CUST002247,Olivia Johnson,customer2247@mail.com,+1-444-700-2512,Chicago,USA,2735.77,306,6568044872
CUST002248,David Hall,customer2248@mail.com,+1-444-621-4416,Dallas,USA,4437.29,318,1963601278
CUST002249,Daniel Brown,customer2249@mail.com,+1-444-594-3869,New York,USA,34198.34,794,5104130864
CUST002250,Olivia Lewis,customer2250@mail.com,+1-444-103-3379,New York,USA,45221.58,481,9128015503
CUST002251,John Smith,customer2251@mail.com,+1-444-681-7747,New York,USA,14958.54,545,6832067832
CUST002252,James Lewis,customer2252@mail.com,+1-444-200-3589,New York,USA,45232.74,804,6734465500
CUST002253,Daniel Hall,customer2253@mail.com,+1-444-546-7941,New York,USA,5599.01,343,3785535993
CUST002254,Emma Lewis,customer2254@mail.com,+1-444-607-9306,Chicago,USA,14173.38,848,6442350353
CUST002255,Michael Clark,customer2255@mail.com,+1-444-130-7572,Phoenix,USA,3427.15,800,6659341847
CUST002256,Emma Taylor,customer2256@mail.com,+1-444-499-6362,Phoenix,USA,28793.68,346,5616148623
CUST002257,James Smith,customer2257@mail.com,+1-444-179-5024,Chicago,USA,26530.18,336,7064351289
